"Y","X_num","X_cat","S"
-0.249153659107309,0.693147180559945,-1,"S1"
-6.67773758244934,0.693147180559945,-1,"S1"
-3.35414854354023,0.693147180559945,-1,"S1"
-7.55758297314863,0.693147180559945,-1,"S1"
-5.69594654908278,0.693147180559945,-1,"S1"
11.2781593457022,0.693147180559945,-1,"S1"
-0.612378332063685,0.693147180559945,-1,"S1"
2.63247794296002,0.693147180559945,-1,"S1"
-5.36574523214408,0.693147180559945,-1,"S1"
-3.72139135128964,0.693147180559945,-1,"S1"
10.0165683738231,0.693147180559945,-1,"S1"
-9.68466949677095,0.693147180559945,-1,"S1"
-4.34153245289927,0.693147180559945,-1,"S1"
-2.83590131648284,0.693147180559945,-1,"S1"
3.45429278449281,0.693147180559945,-1,"S1"
-7.22478448752908,0.693147180559945,-1,"S1"
5.00980112641753,0.693147180559945,-1,"S1"
-8.96482182643,0.693147180559945,-1,"S1"
-7.24527938002965,0.693147180559945,-1,"S1"
11.6583526800278,0.693147180559945,-1,"S1"
-17.0456328737776,0.693147180559945,-1,"S1"
16.0189532803128,0.693147180559945,-1,"S1"
-2.17298471993363,0.693147180559945,-1,"S1"
-16.7207976371474,0.693147180559945,-1,"S1"
-5.50276184394534,0.693147180559945,-1,"S1"
3.52735165466627,0.693147180559945,-1,"S1"
3.19081149866958,0.693147180559945,-1,"S1"
1.83024593648909,-0.693147180559945,1,"S1"
3.93529004751285,-0.693147180559945,1,"S1"
3.35436795167888,-0.693147180559945,1,"S1"
12.6442222184157,-0.693147180559945,1,"S1"
11.5299726096881,-0.693147180559945,1,"S1"
15.3101757948968,-0.693147180559945,1,"S1"
0.318063349324684,-0.693147180559945,1,"S1"
31.1879327519405,-0.693147180559945,1,"S1"
9.561753824096,-0.693147180559945,1,"S1"
1.88505906021393,-0.693147180559945,1,"S1"
5.86188305555624,-0.693147180559945,1,"S1"
4.81024141927254,-0.693147180559945,1,"S1"
6.76693833754381,-0.693147180559945,1,"S1"
4.13939636682469,-0.693147180559945,1,"S1"
9.5818306369506,-0.693147180559945,1,"S1"
5.30775280093114,-0.693147180559945,1,"S1"
18.5396791128002,-0.693147180559945,1,"S1"
6.41774019386303,-0.693147180559945,1,"S1"
10.5959377821302,-0.693147180559945,1,"S1"
-4.4462123158485,-0.693147180559945,1,"S1"
1.14951725824814,-0.693147180559945,1,"S1"
22.2688465749894,-0.693147180559945,1,"S1"
-13.9528485064102,-0.693147180559945,1,"S1"
6.03697461523858,-0.693147180559945,1,"S1"
6.21385002006728,-0.693147180559945,1,"S1"
5.06546545422898,-0.693147180559945,1,"S1"
8.2773576668909,-0.693147180559945,1,"S1"
-4.06845623775238,-0.693147180559945,1,"S1"
18.981922819323,-0.693147180559945,1,"S1"
5.16098972262039,-0.693147180559945,1,"S1"
25.7178605092623,-0.693147180559945,1,"S1"
7.10040463774086,-0.693147180559945,1,"S1"
11.7020916446891,-0.693147180559945,1,"S1"
1.00228114218097,-0.693147180559945,1,"S1"
9.85041077985678,-0.693147180559945,1,"S1"
15.5945257620639,-0.693147180559945,1,"S1"
10.9147092792906,-0.693147180559945,1,"S1"
-4.54730550455089,-0.693147180559945,1,"S1"
-2.68230683684102,-0.693147180559945,1,"S1"
6.0750140501622,-0.693147180559945,1,"S1"
21.6907464092919,-0.693147180559945,1,"S1"
7.55991996290198,-0.693147180559945,1,"S1"
33.5109243661941,-0.693147180559945,1,"S1"
22.1121389647165,-0.693147180559945,1,"S1"
2.59382815543139,-0.693147180559945,1,"S1"
12.4423934695093,-0.693147180559945,1,"S1"
-3.93882055640263,-0.22314355131421,1,"S1"
10.4096996513511,-0.22314355131421,1,"S1"
1.70354275655487,-0.22314355131421,1,"S1"
7.25955834367196,-0.22314355131421,1,"S1"
14.9003573107966,-0.22314355131421,1,"S1"
3.65218365516746,-0.22314355131421,1,"S1"
-5.35017442833651,-0.22314355131421,1,"S1"
8.28982422688399,-0.22314355131421,1,"S1"
-3.50835717169076,-0.22314355131421,1,"S1"
7.00312100679355,-0.22314355131421,1,"S1"
23.4501708164901,-0.22314355131421,1,"S1"
-15.5031357999242,-0.22314355131421,1,"S1"
17.241357591871,-0.22314355131421,1,"S1"
7.67726344718418,-0.22314355131421,1,"S1"
5.74235805354531,-0.22314355131421,1,"S1"
6.24447679136724,-0.22314355131421,1,"S1"
3.86642068440997,-0.22314355131421,1,"S1"
1.15431279196289,-0.22314355131421,1,"S1"
10.0900683651768,-0.22314355131421,1,"S1"
-2.51880439755059,-0.22314355131421,1,"S1"
-3.21719422057155,-0.22314355131421,1,"S1"
0.288870079571759,-0.22314355131421,1,"S1"
4.99440219778268,-0.22314355131421,1,"S1"
3.98172838141757,-0.22314355131421,1,"S1"
6.77161150334768,-0.22314355131421,1,"S1"
16.3465771889832,-0.22314355131421,1,"S1"
-2.67097540582414,-0.22314355131421,1,"S1"
11.6471403135723,-0.22314355131421,1,"S1"
5.27214328264562,-0.22314355131421,1,"S1"
-8.3283735965683,-0.22314355131421,1,"S1"
9.57803666018551,-0.22314355131421,1,"S1"
-3.60823066613085,-0.22314355131421,1,"S1"
14.2923201117026,-0.22314355131421,1,"S1"
13.7007609474572,-0.22314355131421,1,"S1"
8.67103191388227,-0.22314355131421,1,"S1"
0.742365794780386,-0.22314355131421,1,"S1"
12.4312907980347,-0.22314355131421,1,"S1"
17.1308729977682,-0.22314355131421,1,"S1"
19.4742804804405,-0.22314355131421,1,"S1"
-10.1626085539263,-0.22314355131421,1,"S1"
-6.08132409036065,-0.22314355131421,1,"S1"
12.1357268256883,-0.22314355131421,1,"S1"
-0.0668960734841706,-0.22314355131421,1,"S1"
-9.22689203164096,-0.22314355131421,1,"S1"
-3.84289065097596,-0.22314355131421,1,"S1"
16.7098537613231,-0.22314355131421,1,"S1"
10.0756007757269,-0.22314355131421,1,"S1"
6.42654000631676,0.0953101798043249,0,"S1"
10.0114271034321,0.0953101798043249,0,"S1"
6.84070694291075,0.0953101798043249,0,"S1"
5.77031685116057,0.0953101798043249,0,"S1"
-6.20670582544819,0.0953101798043249,0,"S1"
7.41994210800564,0.0953101798043249,0,"S1"
-11.5143259811115,0.0953101798043249,0,"S1"
-0.385058378081695,0.0953101798043249,0,"S1"
-17.6647161072617,0.0953101798043249,0,"S1"
-1.63401661607407,0.0953101798043249,0,"S1"
5.10543135337109,0.0953101798043249,0,"S1"
13.8058096888006,0.0953101798043249,0,"S1"
5.93871271621061,0.0953101798043249,0,"S1"
-3.37221002787826,0.0953101798043249,0,"S1"
9.85097749803262,0.0953101798043249,0,"S1"
-2.35339733125872,0.0953101798043249,0,"S1"
15.6367010916735,0.0953101798043249,0,"S1"
-2.1202365074493,0.0953101798043249,0,"S1"
2.161156236078,0.0953101798043249,0,"S1"
7.63677083774992,0.0953101798043249,0,"S1"
-2.20227500051296,0.0953101798043249,0,"S1"
-1.64838724689511,0.0953101798043249,0,"S1"
4.02988491777512,0.0953101798043249,0,"S1"
-9.68700982510475,0.0953101798043249,0,"S1"
8.20418370595374,0.0953101798043249,0,"S1"
-6.45372552450645,0.0953101798043249,0,"S1"
5.64996367524861,0.0953101798043249,0,"S1"
15.8281592919461,0.0953101798043249,0,"S1"
6.97318788375969,0.0953101798043249,0,"S1"
9.74123164728551,0.0953101798043249,0,"S1"
8.52936691297148,0.0953101798043249,0,"S1"
15.2619747139712,0.0953101798043249,0,"S1"
8.73301942785686,0.0953101798043249,0,"S1"
-6.5957916991532,0.0953101798043249,0,"S1"
4.54920110849318,0.0953101798043249,0,"S1"
-16.1197326321728,0.0953101798043249,0,"S1"
4.50974619351009,0.0953101798043249,0,"S1"
10.923703967817,0.0953101798043249,0,"S1"
4.96600496909754,0.0953101798043249,0,"S1"
-8.73396107693185,0.0953101798043249,0,"S1"
-10.9149924789803,0.0953101798043249,0,"S1"
7.18391105351111,0.0953101798043249,0,"S1"
6.88885903022658,0.0953101798043249,0,"S1"
-11.6379384788763,0.0953101798043249,0,"S1"
-6.74315037416856,0.0953101798043249,0,"S1"
-2.8828336826454,0.0953101798043249,0,"S1"
-5.31603269923522,0.0953101798043249,0,"S1"
4.43642213876497,0.0953101798043249,0,"S1"
-4.34807346868742,0.336472236621206,-1,"S1"
-10.5570379726084,0.336472236621206,-1,"S1"
9.01277410575618,0.336472236621206,-1,"S1"
-2.56344111247201,0.336472236621206,-1,"S1"
-4.74384749708519,0.336472236621206,-1,"S1"
-15.3124571093668,0.336472236621206,-1,"S1"
2.81754554876628,0.336472236621206,-1,"S1"
-2.18196201470542,0.336472236621206,-1,"S1"
-10.2868519212944,0.336472236621206,-1,"S1"
-0.912781163142978,0.336472236621206,-1,"S1"
-10.1758968791182,0.336472236621206,-1,"S1"
-2.84546478375007,0.336472236621206,-1,"S1"
10.9321056846268,0.336472236621206,-1,"S1"
-11.799735605488,0.336472236621206,-1,"S1"
6.83707423209415,0.336472236621206,-1,"S1"
8.76427691989058,0.336472236621206,-1,"S1"
11.2213818818311,0.336472236621206,-1,"S1"
-7.18649471122397,0.336472236621206,-1,"S1"
13.219921752885,0.336472236621206,-1,"S1"
-5.16130087911596,0.336472236621206,-1,"S1"
-12.6540482154894,0.336472236621206,-1,"S1"
-10.1720846705795,0.336472236621206,-1,"S1"
-17.2346602575964,0.336472236621206,-1,"S1"
-2.99941861307847,0.336472236621206,-1,"S1"
7.18092776515257,0.336472236621206,-1,"S1"
11.8303157901614,0.336472236621206,-1,"S1"
16.7119890612438,0.336472236621206,-1,"S1"
1.27183342752817,0.336472236621206,-1,"S1"
-0.599647447835409,0.336472236621206,-1,"S1"
8.65489306669946,0.336472236621206,-1,"S1"
11.3935275995062,0.336472236621206,-1,"S1"
-5.41549535921374,0.336472236621206,-1,"S1"
0.362734353380137,0.336472236621206,-1,"S1"
-7.73152837313184,0.336472236621206,-1,"S1"
0.224246108665958,0.336472236621206,-1,"S1"
0.707763901532952,0.336472236621206,-1,"S1"
-8.49940632006666,0.336472236621206,-1,"S1"
2.08328786965305,0.336472236621206,-1,"S1"
-6.39375537139108,0.336472236621206,-1,"S1"
7.07779956411485,0.336472236621206,-1,"S1"
-11.6296517802252,0.336472236621206,-1,"S1"
-2.31357472365633,0.336472236621206,-1,"S1"
-1.22018709134808,0.336472236621206,-1,"S1"
-18.6156857591394,0.336472236621206,-1,"S1"
-8.73149906793359,0.336472236621206,-1,"S1"
-3.69933894680035,0.336472236621206,-1,"S1"
-15.6814314145056,0.336472236621206,-1,"S1"
10.4626015314303,0.530628251062164,-1,"S1"
-13.7961099565127,0.530628251062164,-1,"S1"
11.0589019418518,0.530628251062164,-1,"S1"
6.1864890356463,0.530628251062164,-1,"S1"
7.58261111441733,0.530628251062164,-1,"S1"
8.55643383706,0.530628251062164,-1,"S1"
-9.79409629186629,0.530628251062164,-1,"S1"
-2.93313738535591,0.530628251062164,-1,"S1"
11.0442967268646,0.530628251062164,-1,"S1"
-8.50694838946796,0.530628251062164,-1,"S1"
5.11958574128383,0.530628251062164,-1,"S1"
7.85947974632094,0.530628251062164,-1,"S1"
-1.41077257062535,0.530628251062164,-1,"S1"
11.4644667455724,0.530628251062164,-1,"S1"
-1.99515985172693,0.530628251062164,-1,"S1"
-16.3882550156579,0.530628251062164,-1,"S1"
22.2694617270605,0.530628251062164,-1,"S1"
-12.7014243718026,0.530628251062164,-1,"S1"
-8.40904735996527,0.530628251062164,-1,"S1"
-5.83040780121245,0.530628251062164,-1,"S1"
-6.97535602204107,0.530628251062164,-1,"S1"
2.75276810043588,0.530628251062164,-1,"S1"
-1.26820773506953,0.530628251062164,-1,"S1"
5.82182578406056,0.530628251062164,-1,"S1"
-3.58608167205526,0.530628251062164,-1,"S1"
-3.44141323350841,0.530628251062164,-1,"S1"
-0.63682033440465,0.530628251062164,-1,"S1"
11.994759698353,0.530628251062164,-1,"S1"
-8.35123547571036,0.530628251062164,-1,"S1"
9.10883500096613,0.530628251062164,-1,"S1"
1.12365099286942,0.530628251062164,-1,"S1"
6.03408242418227,0.530628251062164,-1,"S1"
8.09370812310539,0.530628251062164,-1,"S1"
3.61485698118028,0.530628251062164,-1,"S1"
-5.04686521453362,0.530628251062164,-1,"S1"
-3.99895806364958,0.530628251062164,-1,"S1"
-7.01183081519567,0.530628251062164,-1,"S1"
-4.6842571851102,0.530628251062164,-1,"S1"
2.72121498274079,0.530628251062164,-1,"S1"
-12.7356385843817,0.530628251062164,-1,"S1"
-4.97755432887233,0.530628251062164,-1,"S1"
-3.66001211488427,0.530628251062164,-1,"S1"
-4.1183295746441,0.530628251062164,-1,"S1"
4.49530977526649,0.530628251062164,-1,"S1"
4.76101395410277,0.530628251062164,-1,"S1"
-3.80118104604767,0.693147180559945,-1,"S1"
-17.4333579581148,0.693147180559945,-1,"S1"
1.47950532296359,0.693147180559945,-1,"S1"
6.17962499135365,0.693147180559945,-1,"S1"
-11.2487925423792,0.693147180559945,-1,"S1"
5.41850589176616,0.693147180559945,-1,"S1"
1.90874912116047,0.693147180559945,-1,"S1"
-0.186798896403251,0.693147180559945,-1,"S1"
-6.5814527325705,0.693147180559945,-1,"S1"
-15.9233170357302,0.693147180559945,-1,"S1"
-5.0136739561809,0.693147180559945,-1,"S1"
8.33080515898672,0.693147180559945,-1,"S1"
-8.70664613130315,0.693147180559945,-1,"S1"
-8.25027218973326,0.693147180559945,-1,"S1"
7.52122317017132,0.693147180559945,-1,"S1"
-9.99050884379014,0.693147180559945,-1,"S1"
-20.8750263010577,0.693147180559945,-1,"S1"
-4.15540090442437,0.693147180559945,-1,"S1"
-2.60597896836793,0.693147180559945,-1,"S1"
2.1982966083771,0.693147180559945,-1,"S1"
-8.90262958914087,0.693147180559945,-1,"S1"
-6.22334198054861,0.693147180559945,-1,"S1"
-11.9151111683572,0.693147180559945,-1,"S1"
-5.65115673967723,0.693147180559945,-1,"S1"
0.0223519224395234,0.693147180559945,-1,"S1"
-7.9673324368471,0.693147180559945,-1,"S1"
-6.40147361281918,0.693147180559945,-1,"S1"
-4.53783481396509,0.693147180559945,-1,"S1"
-1.57246142776074,0.693147180559945,-1,"S1"
-16.6876840512234,0.693147180559945,-1,"S1"
13.3638162837017,0.693147180559945,-1,"S1"
-7.23845245288933,0.693147180559945,-1,"S1"
15.6447890168041,0.693147180559945,-1,"S1"
-4.1136482950874,0.693147180559945,-1,"S1"
-9.65135689226645,0.693147180559945,-1,"S1"
-1.24836174700363,0.693147180559945,-1,"S1"
3.30190229458493,0.693147180559945,-1,"S1"
5.42895012317979,0.693147180559945,-1,"S1"
-23.5316731980112,0.693147180559945,-1,"S1"
0.0697972161552936,0.693147180559945,-1,"S1"
-4.55882963958673,0.693147180559945,-1,"S1"
9.08841098620398,0.693147180559945,-1,"S1"
-0.0886212927145847,0.693147180559945,-1,"S1"
-10.4778641835166,0.693147180559945,-1,"S1"
-20.7244956407716,0.693147180559945,-1,"S1"
-7.1142160170188,0.693147180559945,-1,"S1"
12.7707880625208,0.693147180559945,-1,"S1"
16.3623316889517,-0.693147180559945,1,"S1"
-10.8905650589218,-0.693147180559945,1,"S1"
20.4764976182749,-0.693147180559945,1,"S1"
11.4865094327868,-0.693147180559945,1,"S1"
20.0706476205337,-0.693147180559945,1,"S1"
2.57437497080165,-0.693147180559945,1,"S1"
14.8737924016406,-0.693147180559945,1,"S1"
1.69806741586202,-0.693147180559945,1,"S1"
18.8810190522989,-0.693147180559945,1,"S1"
5.09157880946661,-0.693147180559945,1,"S1"
8.88460826429391,-0.693147180559945,1,"S1"
4.92634894773481,-0.693147180559945,1,"S1"
15.7892524023442,-0.693147180559945,1,"S1"
3.07409893248093,-0.693147180559945,1,"S1"
27.9505407301455,-0.693147180559945,1,"S1"
36.2145130095501,-0.693147180559945,1,"S1"
7.80557642257464,-0.693147180559945,1,"S1"
-8.5382903515085,-0.693147180559945,1,"S1"
10.561391865366,-0.693147180559945,1,"S1"
